N,P,K,temperature,humidity,ph,rainfall,predict
132,129,17,18.78826616,65.06460895,7.381621609,179.2010181,,kidneybeans
25,113,4,26.10122417,62.96822644,7.618176331,179.5316001,,coffee
2,51,134,19.77930742,25.71847169,8.903803526,276.9110678,,mango
5,51,5,19.18235265,31.18556102,4.387431994,18.51381934,,coffee
28,57,107,16.10176889,68.49021246,5.047448361,154.6613218,,kidneybeans
75,24,92,31.50577598,75.52127195,5.300582068,228.4854627,,coffee
35,95,7,18.70063297,45.4956747,5.291167024,258.7822136,,kidneybeans
127,95,17,28.17003897,34.7768084,8.468662076,295.2137749,,kidneybeans
26,100,89,37.066996,48.10820377,7.69627866,20.51189079,,kidneybeans
4,50,85,16.11573947,36.18905394,6.701673061,19.10905316,,grapes
78,31,98,12.7367753,55.57426273,6.119738903,131.4673513,,coffee
30,11,143,30.22000726,34.23605192,5.733550535,293.4943872,,banana
90,127,48,38.92992234,65.15656345,7.876323393,204.282765,,kidneybeans
4,18,44,34.0165304,95.1708339,4.146251553,264.4950762,,grapes
6,43,101,34.13780676,39.18474644,5.851896437,89.64819181,,grapes
76,91,11,20.29698201,70.78272941,7.405966071,129.3372878,,kidneybeans
89,114,8,29.61780102,58.14099625,5.29349332,195.7627258,,kidneybeans
104,118,33,23.66320666,21.43910216,8.282994617,183.5163502,,kidneybeans
134,6,42,14.80572002,93.97730531,7.1086561,96.46709825,,kidneybeans
146,72,107,26.47787421,55.90304486,7.564503066,266.9182502,,coffee
4,99,20,16.69136311,14.92653446,4.708324373,126.4539117,,grapes
36,147,88,39.69007339,44.01624475,7.443781218,166.9420746,,kidneybeans
99,142,73,13.10305595,21.34380516,5.396033267,108.6376083,,kidneybeans
42,117,95,35.95966711,13.6864267,6.511619945,251.1253603,,banana
59,65,31,26.06574426,48.03397013,6.119394168,221.4272212,,kidneybeans
118,27,104,27.14519267,23.16325145,7.206204855,144.4641931,,coffee
6,125,44,26.16602815,58.46234302,5.051689528,78.21917894,,grapes
37,32,118,20.93955773,90.28851093,7.888701255,245.4991062,,coffee
88,11,136,15.80702193,19.5145283,8.85707211,155.4797694,,kidneybeans
17,67,75,30.78899237,31.31907939,6.522138323,203.8698851,,kidneybeans
98,109,142,17.4956312,44.27770684,5.068744231,203.5261192,,kidneybeans
73,81,16,38.00137048,77.92210338,8.54453173,13.31159713,,mango
118,71,52,37.36438943,44.97129957,4.597611859,101.0657867,,coffee
11,147,50,38.17706407,29.49343822,5.280928067,266.7685664,,kidneybeans
6,16,99,11.36382437,65.4511358,5.885884242,223.6185852,,grapes
113,136,142,30.14555354,67.52193833,5.319031271,199.534935,,kidneybeans
129,20,78,19.08791136,54.1186441,6.803274362,59.82832483,,kidneybeans
44,0,49,31.53937958,20.42487735,4.200460834,231.5471786,,grapes
83,74,52,24.75184741,13.62004973,4.199864645,119.997381,,coffee
26,42,40,11.042311,24.30455711,8.485315538,61.85572025,,kidneybeans
147,119,40,38.19714379,15.51997021,7.927413134,167.0256877,,grapes
99,55,84,16.5218081,47.80747332,5.110842375,79.95305822,,kidneybeans
85,101,1,13.7159468,67.20987523,7.830515423,135.9721561,,kidneybeans
143,48,16,24.75538042,10.53193003,4.589132821,192.7687174,,coffee
110,97,34,12.68588719,59.07413176,8.033265605,267.2722555,,kidneybeans
42,59,31,14.24511979,61.21857363,8.885631163,60.98625558,,banana
33,100,140,31.29495305,40.9254624,6.802445406,176.7564249,,grapes
33,32,2,18.33514243,90.08417237,6.789040091,119.1085075,,grapes
65,6,72,28.07797753,80.06840195,8.671240865,67.91388505,,kidneybeans
36,41,119,10.02776268,46.670722,7.591096725,40.97944884,,kidneybeans
46,69,90,14.0157765,87.225397,4.895119289,77.81016821,,kidneybeans
9,130,48,39.94350507,59.19825851,7.851892148,198.4376689,,coffee
147,52,98,38.64308405,77.04532713,6.718853663,178.374966,,grapes
141,35,98,21.55515637,51.93534646,6.963331044,92.83782084,,kidneybeans
73,19,99,32.30529403,11.44612646,6.648874219,40.67525556,,mango
132,18,122,15.04573798,57.31003622,4.41168788,259.5809209,,kidneybeans
136,123,39,30.28675868,93.85669717,6.706252063,255.8950588,,kidneybeans
84,10,19,29.50034599,28.6785448,6.528547509,243.8754921,,kidneybeans
101,24,134,14.75226463,77.95687263,5.881997065,14.21280021,,kidneybeans
2,75,77,36.57425486,20.65504126,6.215003182,141.4309785,,mango
53,137,54,10.71016727,23.3673101,5.758419067,144.0165718,,kidneybeans
62,130,8,25.52379316,23.43292079,8.904227845,194.3822718,,kidneybeans
140,147,77,22.48398414,81.83058586,4.501808434,187.5102758,,kidneybeans
12,38,69,34.30337214,74.33706174,6.743167075,13.82296236,,kidneybeans
43,44,126,29.03172319,37.26069408,7.227280286,99.21003932,,kidneybeans
49,3,27,32.40345049,83.17082924,8.772472887,266.6928493,,kidneybeans
97,7,144,36.94956288,46.97028466,4.609587664,88.17899568,,kidneybeans
140,12,103,11.59781125,71.03845744,6.180841513,20.013224,,kidneybeans
122,56,78,12.32662875,19.97414382,5.128266697,246.2654586,,kidneybeans
5,90,73,28.44402484,85.45820697,8.708993682,110.6252177,,coffee
54,63,6,30.83626807,15.26695862,4.544044178,85.0994935,,grapes
90,69,74,38.30465742,91.42163589,8.939802195,36.24067805,,kidneybeans
4,41,44,22.1823288,61.33366726,8.846264574,11.4365117,,grapes
89,55,27,19.5574822,76.01721048,8.549639487,238.7549785,,kidneybeans
124,57,61,14.78506299,17.16797379,5.652849984,191.0090983,,grapes
143,54,32,25.31102472,34.22964788,7.153946043,170.3998446,,coffee
67,132,32,24.49756901,12.92121502,7.373458024,88.155176,,kidneybeans
111,72,146,39.85014012,94.53580933,4.732471682,19.71560077,,kidneybeans
74,118,79,22.68735023,15.10565205,4.411598809,262.7779515,,kidneybeans
33,56,126,37.02064617,46.57760209,7.287852932,10.82606723,,grapes
31,145,145,32.81985571,25.59868649,5.814680721,286.5347065,,grapes
131,111,75,13.81922524,12.20986122,8.013312565,63.90787728,,kidneybeans
26,116,85,18.96558734,27.43358613,8.853548295,160.0544065,,kidneybeans
97,141,85,10.0055272,68.86305924,5.866276173,201.3915303,,kidneybeans
69,44,18,31.1719254,94.97519764,6.804353659,84.36047424,,kidneybeans
127,114,59,26.81674151,50.85376201,6.346988638,72.95502368,,kidneybeans
112,114,114,39.52400881,13.19707374,6.440625555,119.93109,,kidneybeans
23,107,105,25.25273128,74.77463919,4.299285121,10.57347487,,kidneybeans
0,38,80,24.26920696,17.43165931,7.853378482,16.37833444,,mango
37,35,117,19.41967259,45.84517556,5.226071705,255.9001199,,coffee
138,146,6,15.01299767,80.51673768,8.155213978,14.65862762,,grapes
15,79,113,38.42612686,57.80553771,6.687370249,250.022812,,coffee
132,74,128,31.48755438,53.09997963,7.619352202,112.0607371,,kidneybeans
55,108,78,36.3071832,11.54487329,6.485356734,279.5223229,,kidneybeans
68,115,0,18.5783362,10.63345755,4.301791024,153.5628861,,kidneybeans
65,83,4,30.76306366,37.02525805,6.266303239,279.9939091,,kidneybeans
12,7,99,19.60597856,76.93503075,6.692370734,194.9165696,,kidneybeans
50,144,133,14.5673817,85.25386287,8.648725734,26.26754501,,grapes
13,38,14,17.29105951,54.72055143,8.740733334,278.810808,,kidneybeans
50,96,10,14.24091803,70.12947346,7.012535694,41.50639371,,grapes
15,8,131,10.81112526,50.75969288,6.648407995,49.59012096,,coffee
100,144,62,20.35967955,50.98946041,8.167747692,123.9758095,,banana
7,28,118,37.6140993,92.73065512,8.307218439,211.7004016,,grapes
71,56,10,36.84966151,54.40746226,6.029923774,53.39643941,,kidneybeans
21,65,129,16.59877327,54.05453042,8.667366472,264.6314931,,grapes
10,29,48,26.30801882,79.47480013,4.411847196,58.56307072,,grapes
22,129,122,20.79822975,89.91733525,5.230899384,266.1249289,,banana
51,111,39,23.09804363,16.37610624,8.954095125,262.1003256,,mango
9,79,129,28.27934424,25.78738116,7.809261152,203.7574433,,coffee
94,114,104,31.07196605,97.3766289,8.231334445,60.10799289,,kidneybeans
69,132,85,31.63151761,46.79936669,4.332414315,75.23643506,,kidneybeans
139,148,135,37.4312394,25.80585827,6.143238144,147.1677785,,kidneybeans
29,95,119,31.50834426,35.01614958,5.420136008,132.1818644,,kidneybeans
148,58,34,39.07558201,46.40554364,4.963721811,230.5475871,,kidneybeans
48,113,22,38.5345003,27.94778389,4.821319286,46.28091969,,grapes
112,17,92,35.38651487,40.89286268,8.932366538,27.71126876,,kidneybeans
23,8,103,30.15529572,34.87507851,4.642554473,89.51594506,,kidneybeans
30,128,39,12.17607693,42.17337132,4.350491044,203.0272051,,banana
34,16,114,35.2268568,76.08904485,8.543421378,96.75203488,,grapes
113,71,0,39.02904084,93.20884533,5.012376872,237.1233763,,kidneybeans
101,82,126,24.18269483,55.09902362,6.013610953,288.2782135,,kidneybeans
30,37,14,17.37150525,61.35853125,5.404207003,15.75292499,,banana
123,31,22,34.94074537,13.77478383,4.529821288,116.9034711,,kidneybeans
138,88,20,36.23155521,70.97826522,4.140251854,229.0896278,,grapes
74,137,18,38.55241519,25.47205008,6.403478643,204.9841884,,kidneybeans
52,96,73,26.64005106,46.88787173,4.847110723,199.3262495,,grapes
80,64,69,39.80877904,53.70086153,5.106777187,256.009853,,coffee
51,130,115,28.88586532,80.67573572,8.899808705,101.9395796,,mango
14,45,58,31.60060719,91.93627681,7.384220674,204.0489639,,grapes
54,61,97,32.75353612,56.83818002,6.944043393,111.8773232,,grapes
107,37,11,28.65744844,62.32577588,8.32094502,290.8676319,,kidneybeans
3,103,135,28.9406992,34.92085482,4.906739643,122.9497161,,kidneybeans
69,137,64,31.81712464,50.05202801,7.25130575,228.4929257,,kidneybeans
108,49,138,21.43665283,39.71143819,5.572914834,101.77421,,grapes
17,10,44,27.16260735,14.67443239,4.304488698,214.5653844,,kidneybeans
18,49,9,19.82548517,58.55821392,7.385797804,230.0748067,,coffee
145,73,87,28.6122751,12.87605189,4.334315507,16.78630282,,coffee
121,63,40,16.1095577,27.18096183,8.068831406,116.6751269,,coffee
68,126,124,13.39741917,60.84645554,4.833056099,125.4378327,,kidneybeans
105,33,77,34.70566092,79.99516361,6.767311284,235.929908,,kidneybeans
62,62,54,18.83918486,17.93812187,7.566239312,45.19236819,,kidneybeans
66,99,148,32.53025754,67.84773269,4.892640912,283.4243496,,kidneybeans
139,86,77,26.85227025,88.72508552,8.775820716,198.2112164,,kidneybeans
28,53,133,27.63617046,97.60083027,5.583564279,243.8601324,,kidneybeans
93,5,97,20.50809434,93.44069975,7.11373111,54.0528804,,grapes
147,5,101,17.87198584,50.2798397,5.481039973,220.4292436,,grapes
116,3,91,27.01499022,42.71093198,4.135841357,250.5816364,,grapes
47,37,148,30.91562112,52.91078463,7.425080529,26.86136064,,kidneybeans
31,102,65,16.41756033,17.33235007,4.318067928,24.21693828,,grapes
118,126,42,17.60323921,30.39725576,7.133541498,264.413472,,coffee
141,122,3,39.76281005,14.95041877,6.845709393,285.6001292,,kidneybeans
114,81,49,23.80190387,71.9428203,4.046628465,140.4568193,,kidneybeans
39,137,116,17.96063675,40.29879543,6.205899899,186.2832833,,kidneybeans
92,116,138,32.7786002,95.21327916,8.676103993,160.6657161,,grapes
141,128,68,34.22053495,26.56058685,5.343321192,156.8594253,,kidneybeans
51,130,64,15.20860608,80.8846196,4.499682479,209.0730028,,mango
55,78,11,36.53192719,91.77292802,8.797919732,171.1583663,,kidneybeans
82,97,106,30.72087718,53.88112161,8.909818532,12.60260486,,kidneybeans
48,19,9,34.44340479,75.18485769,5.034316908,209.0669549,,grapes
14,59,113,32.59275346,49.46192206,7.081823889,218.7329392,,grapes
43,137,124,34.12696586,11.85264667,7.668391247,216.7134256,,kidneybeans
8,71,22,28.11098845,94.44654971,6.929622694,239.9363464,,kidneybeans
146,3,119,20.20655669,99.17294218,4.856239734,196.7079888,,coffee
30,82,82,23.40483105,80.79033518,6.907216314,206.7482873,,banana
106,108,91,13.87239986,23.8690944,4.557865978,55.65038138,,kidneybeans
90,14,115,13.48697848,84.26733034,6.246314037,120.6360582,,kidneybeans
95,131,87,16.23959153,50.26799018,7.161908995,236.2750109,,kidneybeans
94,142,111,27.1423246,43.66486675,4.022838943,268.7660436,,kidneybeans
68,16,57,12.17201868,35.07790532,6.283763871,247.9300929,,kidneybeans
118,97,104,30.99055587,10.00786743,8.953665639,25.05163623,,coffee
93,139,97,22.82285861,72.04123805,5.912156388,267.6092971,,grapes
83,59,37,30.17093357,77.79136029,8.46789732,54.37366729,,coffee
99,60,106,27.61347949,27.74278235,4.368954927,276.9894102,,kidneybeans
33,130,130,22.50197576,17.76333452,4.876357279,28.381312,,grapes
118,80,126,33.63264209,39.50838,5.652678216,275.7796261,,coffee
90,101,48,22.07579253,45.59303295,7.800456897,136.4058098,,kidneybeans
46,62,50,36.6307907,31.95712938,8.046712638,210.9667614,,kidneybeans
101,126,75,29.64055252,20.68203972,8.888788502,163.1646065,,kidneybeans
56,108,26,11.06728829,22.6884251,5.974802937,184.2027724,,mango
143,102,126,13.68472551,87.83062056,6.940270743,232.275792,,coffee
68,47,107,39.67690986,78.00660338,7.980273803,156.0574876,,kidneybeans
115,110,51,32.38121315,74.38873325,4.526731093,130.5266896,,kidneybeans
138,139,55,13.57000161,88.44360673,7.008874113,101.3169762,,grapes
22,109,21,18.38588299,79.74321306,5.838363312,216.1202145,,banana
127,46,148,21.50031168,27.19505036,6.304513142,96.85950484,,kidneybeans
81,67,80,30.78188788,96.37791241,7.960136758,30.35670087,,grapes
20,77,22,19.02616339,99.39125871,8.938419488,66.04802897,,kidneybeans
22,101,71,13.80863114,75.68406976,5.218058858,145.0615361,,banana
119,136,111,25.69764067,66.03769859,6.440343389,13.84040853,,grapes
117,72,75,37.37325506,71.75798892,7.237638163,123.401716,,kidneybeans
57,76,48,30.60343201,95.83054327,6.641827605,143.1709456,,coffee
44,62,30,10.11887526,99.93033867,7.65037625,240.5096144,,grapes
95,125,130,28.91844252,29.16461621,8.491271912,40.79800358,,kidneybeans
14,131,114,39.65809112,33.44924543,8.587466081,70.19020096,,grapes
35,146,139,21.80157425,34.73134298,6.989329087,39.74254711,,kidneybeans
52,24,61,20.00417032,44.92836416,8.619333461,129.2253492,,grapes
31,26,7,39.96919489,80.12637168,7.393951729,77.85122073,,grapes
130,18,39,34.94690496,98.46032527,4.040941294,135.6415843,,kidneybeans
125,70,87,28.67723638,13.36843131,4.459538339,81.92744458,,grapes
90,62,102,33.63887385,31.99080222,6.05041506,103.4532815,,kidneybeans
63,62,147,24.64010657,15.19144415,8.834224945,85.86792916,,kidneybeans
23,129,29,14.52116572,61.72110719,8.566789395,168.3722695,,kidneybeans
55,32,84,20.4660386,82.05237542,7.626055257,279.444735,,kidneybeans
110,81,140,23.35210519,24.13536046,7.92718805,163.9608957,,kidneybeans
143,29,36,37.0074827,72.08178616,5.779577324,63.88509251,,coffee
122,39,89,35.11444201,23.20697617,7.69713363,251.4549697,,kidneybeans
108,147,55,22.4441163,51.18696596,6.861581034,286.1480289,,grapes
148,122,127,14.49983027,20.2215046,8.206519999,186.4659814,,kidneybeans
138,132,34,25.97112975,21.26039061,5.100035052,285.8793046,,grapes
6,33,77,18.90359089,38.06860826,8.185662297,178.9784365,,grapes
41,97,60,16.75943698,32.4721218,6.212469524,11.17382739,,kidneybeans
119,0,114,26.89127696,29.04681911,8.184523385,213.501625,,grapes
49,140,49,31.33028005,42.01822074,7.901330788,294.6252932,,kidneybeans
106,103,134,35.97753429,76.15976907,6.332598883,33.17263651,,kidneybeans
31,75,111,25.91372262,48.93099259,5.124297249,127.7327998,,grapes
109,20,83,32.84681152,79.87910242,6.757249015,228.1396788,,grapes
145,9,53,24.23255106,61.08197732,4.530126564,82.63024535,,coffee
99,122,2,11.50859815,35.26801083,4.322642015,124.5702757,,kidneybeans
142,134,70,33.06644104,61.40811294,8.016170015,264.417886,,kidneybeans
130,108,16,26.98913856,35.37019971,4.517500818,67.34760319,,kidneybeans
0,126,28,29.41742097,77.31388857,5.420390887,188.7793971,,mango
10,12,41,15.658763,46.11380664,8.911366415,263.0208605,,grapes
42,59,7,33.11088685,74.25079619,4.108768551,189.159931,,banana
114,133,25,39.0264967,75.23809974,8.413551021,261.01288,,kidneybeans
134,141,65,22.04311732,64.57477287,4.221590399,87.32938576,,kidneybeans
90,99,77,20.51008635,15.66167366,4.454810146,202.3047962,,kidneybeans
85,96,25,28.07164436,50.53928421,6.72342674,60.71695923,,kidneybeans
100,72,55,13.34602984,95.12280272,4.661555681,160.8084175,,banana
115,23,106,32.0542685,61.50401826,8.895316982,148.9502178,,kidneybeans
12,57,104,36.61860038,40.57301409,5.032474912,255.765231,,kidneybeans
147,119,147,15.19242712,93.35435566,4.537087261,213.1567528,,grapes
32,33,16,34.59876393,49.54489029,8.70899283,95.83280578,,kidneybeans
78,79,149,11.3556628,58.91247146,7.357759168,172.6716746,,coffee
2,60,54,14.89242021,20.72146023,6.7047709,256.4915012,,mango
142,123,141,32.75557012,99.45932987,6.279557208,18.28333717,,kidneybeans
11,3,75,32.88658602,47.41646279,5.167608517,47.9151207,,kidneybeans
11,55,55,33.20827164,48.71894825,4.406629263,172.0388052,,kidneybeans
46,96,85,39.65998382,97.44233601,7.044906439,246.5956594,,kidneybeans
41,140,68,38.29878167,30.33574575,5.678190103,98.51310666,,kidneybeans
27,143,72,18.28719122,57.95662374,4.537594775,79.68642734,,kidneybeans
123,10,147,14.83390529,91.11689662,8.398241021,107.5069617,,kidneybeans
62,53,76,33.96133876,95.89631621,7.925755186,218.0168061,,kidneybeans
37,84,70,27.07229433,80.48298138,5.45241486,97.09900195,,coffee
50,113,122,12.42685099,88.36291095,4.458050683,219.9980367,,grapes
122,16,26,31.75587843,85.10645665,5.275503584,261.6194324,,kidneybeans
32,48,37,20.77323027,35.38406906,5.09399878,123.046132,,kidneybeans
39,16,11,13.09790384,99.86711217,4.784901639,177.2403543,,kidneybeans
97,81,116,11.03785,62.50759517,4.18128859,108.7415607,,kidneybeans
95,37,123,26.41869861,99.61570052,4.114776258,109.2567241,,kidneybeans
32,142,10,19.84167643,97.29030312,6.334494149,118.2711828,,kidneybeans
59,27,72,38.46762632,71.5614905,6.919838613,295.2320603,,kidneybeans
81,69,40,38.44278216,53.05866544,7.838415696,248.5605531,,grapes
38,85,86,16.20885184,21.93771374,7.830975375,122.5232025,,kidneybeans
120,107,91,14.95047846,63.79693776,6.72093785,221.1854162,,kidneybeans
52,1,54,33.18439722,41.53800346,5.085456161,248.8254088,,grapes
81,8,24,36.41528395,58.28553492,8.311419712,197.0978639,,grapes
53,82,69,14.93887382,82.56655747,8.685047933,138.7981723,,kidneybeans
134,34,30,29.86323066,49.71234235,7.72659682,155.0441654,,kidneybeans
10,113,87,37.33409822,16.93639884,7.143050862,68.59269868,,grapes
62,86,18,27.71161282,52.07906115,8.876163328,117.2728993,,kidneybeans
94,97,23,20.46722706,21.78981218,8.217418665,80.28487016,,kidneybeans
89,47,105,12.53940546,73.45759631,5.221386273,205.6645245,,kidneybeans
48,87,49,13.94085795,19.17152789,7.527512922,28.60464323,,grapes
84,49,95,27.42196718,26.67590744,4.351495391,46.82907392,,kidneybeans
125,15,126,21.65546373,81.80104852,4.272931557,206.6333764,,grapes
113,101,122,19.3546904,39.58659082,5.574718775,269.3940818,,kidneybeans
46,133,37,10.75061405,30.67665177,7.411908781,69.27830682,,kidneybeans
112,130,9,22.64398312,48.96037537,4.009028751,49.30717741,,kidneybeans
69,118,12,28.48473568,97.10279582,8.603134512,128.8323075,,kidneybeans
17,2,88,24.28332895,75.82857774,7.323515798,191.1737908,,kidneybeans
28,95,72,20.92086452,17.51592847,7.058599877,105.1433382,,kidneybeans
109,144,100,21.24116895,77.31047021,7.400594263,94.52793656,,grapes
97,139,58,10.77000862,29.09331664,6.258726554,115.9142384,,kidneybeans
62,21,55,21.5550238,24.08521562,7.600913992,266.0090109,,kidneybeans
65,106,96,11.76554831,30.5518183,6.83355134,277.5684451,,kidneybeans
83,35,131,11.93836403,25.64334733,8.449617047,241.9467562,,coffee
16,79,40,23.72075899,29.31823724,8.359410457,220.889217,,kidneybeans
0,5,98,13.63952321,76.59651895,4.199168239,62.01148529,,mango
68,16,46,36.29842933,36.26561476,4.897693002,189.1458109,,kidneybeans
25,1,78,39.00194784,30.08854909,5.198976717,171.845001,,coffee
88,123,122,29.93024766,61.93633012,6.436116626,180.6878633,,kidneybeans
130,112,53,13.2084403,42.32459517,6.523219575,39.07282768,,kidneybeans
33,129,70,30.72830908,11.49355616,4.244109211,34.28122767,,grapes
52,18,147,35.77694861,92.91267576,8.518966273,166.2263039,,grapes
139,19,118,28.84863274,16.79433248,8.757681915,94.37760658,,kidneybeans
136,121,63,20.06419527,20.65443898,6.19298754,75.49036311,,kidneybeans
16,13,50,21.70829071,13.66843027,5.814232333,173.6011868,,kidneybeans
132,141,53,39.95304446,52.66863822,7.550282141,188.3198724,,kidneybeans
11,86,131,27.04710121,47.54656701,8.681873302,133.5933724,,kidneybeans
136,3,121,38.03868003,90.45618065,4.727785522,284.1168234,,kidneybeans
33,39,72,28.70794728,25.82909978,5.558818483,255.0504724,,grapes
78,104,23,35.31271941,44.13625751,4.859167774,206.8800455,,coffee
42,23,57,30.87966368,96.07423187,6.305443396,82.99179667,,banana
61,56,97,29.26556557,63.48066451,7.70078809,244.2714709,,coffee
112,44,113,27.27648254,24.30689891,4.999783593,212.3040123,,kidneybeans
8,7,15,29.91953853,48.90165635,5.364457808,296.53666,,kidneybeans
16,85,122,11.95339584,14.54884621,8.587307893,175.3646308,,kidneybeans
93,30,92,18.35535865,19.86894402,4.157132583,94.81003596,,grapes
56,93,108,38.50218058,90.86836307,6.411892094,194.9336536,,mango
77,10,42,30.70312304,45.71606728,4.854355277,239.9691036,,kidneybeans
111,96,23,20.43805348,43.99006436,4.713785448,164.6521095,,kidneybeans
41,108,114,16.35337669,16.61966621,6.368887419,45.30986924,,kidneybeans
10,8,82,10.63208292,57.91116129,5.535408148,249.9197925,,grapes
124,93,81,12.34726067,89.55366847,7.177181707,137.9440283,,grapes
26,14,103,11.80334619,86.95671328,7.028820843,256.547098,,kidneybeans
100,52,109,26.69211128,66.51865052,5.092102493,85.57488588,,banana
103,63,69,31.21284884,55.89010601,4.773385965,70.03634611,,kidneybeans
105,61,4,31.61914167,41.83022027,8.718222804,71.09798134,,kidneybeans
80,106,50,37.58144481,52.71321291,8.022936954,226.6444424,,coffee
60,130,51,16.27254634,34.59706348,5.44058475,91.33239798,,grapes
131,58,38,25.94230916,42.84894282,8.36469373,51.37474422,,kidneybeans
62,43,9,27.70299334,33.40878513,6.764297557,246.4698879,,kidneybeans
114,45,21,18.1894206,32.7143169,7.890034769,125.2781384,,kidneybeans
38,74,9,21.71690577,59.74643339,7.073011923,39.70827268,,kidneybeans
129,9,70,35.10727744,11.45877415,4.17483639,103.6826334,,kidneybeans
85,12,63,26.40841084,98.91021033,6.324881354,110.6927653,,kidneybeans
109,30,143,33.43654711,11.07791827,6.69457522,190.2265402,,grapes
144,89,108,34.89567274,83.06001651,8.27524583,131.2534869,,grapes
121,23,72,15.89142885,47.01829684,7.853854911,19.07516136,,coffee
9,62,76,22.19080801,39.66852879,7.027945985,118.9721047,,coffee
145,35,49,22.32490481,92.24163316,8.253252587,28.61102669,,coffee
6,14,128,26.61641474,30.01996627,7.560226752,150.1320888,,grapes
107,99,37,28.06281273,97.08695648,5.623647568,69.35785355,,kidneybeans
73,44,45,27.32528979,98.32070126,4.301818673,111.5126625,,mango
1,104,12,32.69968628,14.67651173,5.892945636,237.8759387,,kidneybeans
31,43,114,31.30711633,75.14932828,4.067115078,53.19449445,,grapes
82,111,71,31.70835469,62.14888609,8.79222399,213.9317439,,kidneybeans
48,126,94,21.66568064,66.2035532,7.886254956,60.76332847,,grapes
89,3,128,24.7719501,12.68909826,6.991668322,149.0635506,,kidneybeans
101,105,45,14.66048057,65.87122189,8.621244579,53.30122866,,kidneybeans
145,82,46,12.32013273,67.0887441,5.58314868,114.9132982,,coffee
75,20,129,14.31241028,15.34090842,4.462273223,199.3058951,,coffee
90,0,106,21.84770311,28.75367672,7.763965332,229.3825186,,kidneybeans
134,3,105,38.66216216,11.07210326,4.117833753,170.6480236,,kidneybeans
104,101,85,15.44134274,95.62611455,4.425082822,278.9169038,,kidneybeans
58,69,57,11.60140577,44.95500552,8.144894374,284.6475561,,kidneybeans
56,71,98,25.15889039,79.74641703,8.576551468,151.1665338,,mango
14,90,92,10.68967025,67.17761346,8.886667005,88.53041083,,grapes
85,14,22,26.46784444,33.64003528,7.630504855,32.43680985,,kidneybeans
84,31,29,14.33458075,18.51448669,7.304281712,117.2478167,,kidneybeans
129,23,25,35.83362751,54.73624648,7.328376484,13.27642332,,kidneybeans
120,142,116,25.57670227,84.61641581,5.930905672,280.1466882,,kidneybeans
135,74,74,11.09519164,39.29052737,6.153928791,243.4069032,,grapes
15,109,116,33.26992295,34.279891,8.726591918,208.7391032,,coffee
60,41,99,29.30646862,15.3933517,7.371626411,285.8275579,,grapes
81,45,69,35.52153869,20.03227615,8.177760015,243.4124453,,grapes
148,93,23,21.52646388,47.21871692,7.571270669,153.3055856,,kidneybeans
149,110,118,17.38593321,43.31935954,7.610669457,144.1154696,,kidneybeans
33,34,19,17.81847413,92.87339765,6.546805917,10.09816994,,grapes
147,15,1,10.60674597,28.53775556,5.665191389,107.1886083,,grapes
60,44,134,12.95483781,68.30306901,7.515172317,254.6823169,,grapes
31,11,94,12.40358149,83.35928148,7.241531266,191.8948421,,grapes
35,16,43,24.51655698,73.41914109,4.132535701,254.8894045,,kidneybeans
110,146,133,25.91949107,79.86007724,8.073566035,56.84078893,,kidneybeans
103,76,48,38.51641405,49.52253285,4.015839231,200.8029411,,kidneybeans
28,23,28,20.76927818,24.10287767,4.587555224,135.0282791,,kidneybeans
45,16,25,30.39407616,19.96049926,6.307600265,45.24798156,,kidneybeans
124,79,106,17.11373321,75.36352453,5.012842604,289.1115685,,grapes
42,69,58,23.04351749,89.19473021,4.244944379,71.85199418,,banana
15,136,102,16.20220898,26.58043748,6.009647252,275.8280071,,coffee
122,81,145,30.35849833,36.1049329,8.360213722,201.5723479,,kidneybeans
75,45,81,28.5304071,87.30620579,6.932466467,45.16191171,,coffee
148,75,86,14.57638344,69.19822045,8.907395333,296.0552202,,kidneybeans
28,126,133,31.25652464,41.41604226,8.791307036,285.8922272,,kidneybeans
8,139,58,34.02980348,49.28615357,8.333489781,222.1185016,,kidneybeans
126,49,54,11.43925774,34.84084475,8.984851834,234.24023,,kidneybeans
9,65,118,38.29971876,41.01558069,4.533752973,141.7752219,,coffee
18,147,63,35.99088642,97.92003172,6.070284921,167.8087498,,coffee
5,36,148,22.30254868,71.45148637,4.392201545,150.4028074,,coffee
34,140,134,29.06493084,43.15452886,8.696501687,256.5127726,,grapes
34,135,81,39.29677404,61.29309335,4.756829048,158.5316223,,grapes
88,114,132,23.18936012,84.52573455,8.942506909,231.6497408,,kidneybeans
40,101,79,20.67051921,86.24847687,6.415271117,217.3858155,,kidneybeans
121,147,99,35.69556716,37.92523002,6.943372501,223.8643719,,coffee
101,20,50,33.52338121,71.7984035,6.01981639,32.994722,,kidneybeans
94,139,122,28.70430717,87.50062078,7.964819351,90.23100212,,kidneybeans
101,81,89,22.65798898,68.77676493,5.313454824,17.99218502,,kidneybeans
119,57,7,23.34294805,45.49382964,5.212518597,172.1673227,,grapes
66,131,115,10.914515,18.91212019,6.77422828,187.9010096,,kidneybeans
123,82,77,32.30405527,70.0765138,7.598094586,216.7230877,,kidneybeans
8,77,31,16.25191515,94.54819205,5.456228097,259.8097216,,kidneybeans
75,41,65,23.90322956,36.40451696,4.64251374,11.00769779,,coffee
